SYN,ACK,PSH,URG,FIN,window_size,tcp.mss,sequence_no,port_scan_packet
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,0,0,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,0,1,1,1,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
0,1,0,0,0,1024,0,1,YES
